id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q0682,Histoire,Dates,3,ESTIMATION,En quelle année la Ve République a-t-elle été fondée ?,1958,,2,,Sa Constitution a été adoptée par référendum le 28 septembre 1958.,,,0,15,oui,0,Avant 1970,C'est la République française qui a duré le plus longtemps après la IIIe (1870-1940).
Q0683,Histoire,Dates,3,ESTIMATION,En quelle année Jeanne d'Arc a-t-elle délivré Orléans ?,1429,,10,,"En mai 1429, ce qui lui a valu le surnom de « Pucelle d'Orléans ».",,,0,15,oui,0,,"Orléans fête chaque année Jeanne d'Arc, début mai, depuis 1430 : une des plus anciennes fêtes de France."
Q0684,Histoire,Dates,4,ESTIMATION,En quelle année le Titanic a-t-il coulé ?,1912,,2,,Dans la nuit du 14 au 15 avril 1912.,,,0,15,oui,0,,"Un passager, le boulanger Charles Joughin, aurait survécu plus de deux heures dans l'eau glacée… en ayant bu beaucoup de whisky."
Q0685,Histoire,Dates,4,ESTIMATION,"En quelle année a eu lieu la bataille d'Hastings, conquête de l'Angleterre par Guillaume le Conquérant ?",1066,,10,,Le duc de Normandie est devenu roi d'Angleterre.,,,0,15,oui,0,,"La tapisserie de Bayeux, longue de près de 70 m, raconte la conquête. On y voit la comète de Halley, passée en 1066."
Q0686,Histoire,Dates,5,ESTIMATION,En quelle année Constantinople a-t-elle été prise par les Ottomans ?,1453,,15,,"Le 29 mai 1453, par le sultan Mehmed II. La ville deviendra Istanbul.",,,0,15,oui,0,,On date souvent de cet événement la fin du Moyen Âge. La même année s'achevait la guerre de Cent Ans.
Q0687,Sciences,Dates,2,ESTIMATION,En quelle année le premier Spoutnik a-t-il été lancé dans l'espace ?,1957,,3,,"Le 4 octobre 1957, par l'URSS : le premier satellite artificiel.",,,0,15,oui,0,Avant 1970,Il émettait un simple « bip-bip » que les radioamateurs du monde entier pouvaient capter. Il ne pesait que 84 kg.
Q0688,Sciences,Dates,3,ESTIMATION,En quelle année Darwin a-t-il publié « De l'origine des espèces » ?,1859,,10,,Le livre expose la théorie de l'évolution par la sélection naturelle.,,,0,15,oui,0,,Le premier tirage (1 250 exemplaires) a été épuisé le jour même de sa sortie.
Q0689,Sciences,Dates,3,ESTIMATION,En quelle année Pierre et Marie Curie ont-ils découvert le radium ?,1898,,10,,"La même année que le polonium, baptisé en hommage à la Pologne natale de Marie.",,,0,15,oui,0,,Ils ont dû traiter plusieurs tonnes de minerai dans un hangar mal chauffé pour obtenir quelques décigrammes de radium.
Q0690,Sciences,Dates,4,ESTIMATION,En quelle année a eu lieu la première greffe du cœur ?,1967,,5,,"Par le chirurgien sud-africain Christiaan Barnard, au Cap.",,,0,15,oui,0,Avant 1970,"Le patient, Louis Washkansky, a survécu 18 jours. Il est mort d'une pneumonie, pas d'un rejet du cœur."
Q0691,Sciences,Dates,4,ESTIMATION,"En quelle année est née la brebis Dolly, premier mammifère cloné à partir d'une cellule adulte ?",1996,,3,,"En Écosse, à l'institut Roslin.",,,0,15,oui,0,Années 90,Elle a été clonée à partir d'une cellule de glande mammaire : c'est pour ça que les chercheurs l'ont baptisée d'après la chanteuse Dolly Parton.
Q0692,Sciences,Dates,5,ESTIMATION,En quelle année Galilée a-t-il pointé une lunette vers le ciel et découvert les lunes de Jupiter ?,1610,,15,,"Il a découvert Io, Europe, Ganymède et Callisto, les « satellites galiléens ».",,,0,15,oui,0,,"Condamné par l'Église en 1633 pour avoir défendu que la Terre tourne autour du Soleil, il n'a été officiellement réhabilité qu'en 1992."
Q0693,Sport,Dates,1,ESTIMATION,En quelle année la France a-t-elle remporté sa deuxième Coupe du monde de football ?,2018,,1,,"En Russie, 4-2 contre la Croatie en finale.",,,0,15,oui,0,Années 2010,Kylian Mbappé avait 19 ans : il est devenu le deuxième plus jeune buteur d'une finale après Pelé en 1958.
Q0694,Sport,Dates,2,ESTIMATION,En quelle année Paris a-t-il accueilli les Jeux olympiques pour la deuxième fois ?,1924,,5,,"Après 1900, et avant 2024.",,,0,15,oui,0,Années 2020,"Le film « Les Chariots de feu » raconte ces Jeux de 1924. C'est là que Johnny Weissmuller, futur Tarzan au cinéma, a gagné trois médailles d'or en natation."
Q0695,Sport,Dates,3,ESTIMATION,En quelle année s'est disputée la première Coupe du monde de rugby ?,1987,,3,,"En Nouvelle-Zélande et en Australie, remportée par les All Blacks.",,,0,15,oui,0,Années 80,"La France a perdu la finale contre la Nouvelle-Zélande. Seules 16 équipes y participaient, sur invitation."
Q0696,Sport,Dates,4,ESTIMATION,En quelle année a eu lieu le tout premier Tour de France ?,1903,,3,,Le premier Tour a été gagné par Maurice Garin.,,,0,15,oui,0,,"Les étapes étaient gigantesques (jusqu'à plus de 400 km), et on roulait de nuit. Seuls 21 coureurs sur 60 ont terminé."
Q0697,Sport,Dates,4,ESTIMATION,En quelle année Yannick Noah a-t-il remporté Roland-Garros ?,1983,,3,,Il reste le dernier Français vainqueur du tournoi en simple messieurs.,,,0,15,oui,0,Années 80,"Son père a traversé le court en courant pour le serrer dans ses bras, une image devenue culte."
Q0698,Sport,Dates,5,ESTIMATION,En quelle année a été disputé le premier Tournoi des Cinq Nations avec la France ?,1910,,10,,"La France a rejoint le tournoi des Home Nations (Angleterre, Écosse, Irlande, pays de Galles).",,,0,15,oui,0,,"La France a gagné son premier match du tournoi en 1911, contre l'Écosse. L'Italie est arrivée en 2000, pour former les Six Nations."
Q0699,Cinéma,Dates,2,ESTIMATION,En quelle année est sorti « Titanic » de James Cameron ?,1997,,2,,Avec Leonardo DiCaprio et Kate Winslet.,,,0,15,oui,0,Années 90,"Le film est sorti en décembre 1997 aux États-Unis et en janvier 1998 en France, où il est resté à l'affiche pendant des mois."
Q0700,Cinéma,Dates,2,ESTIMATION,En quelle année est sorti « Le Fabuleux Destin d'Amélie Poulain » ?,2001,,2,,"Réalisé par Jean-Pierre Jeunet, avec Audrey Tautou.",,,0,15,oui,0,Années 2000,Il a été nommé à 5 Oscars. Le nain de jardin voyageur a rendu célèbre une vraie blague : envoyer des photos d'un nain volé posant aux quatre coins du monde.
Q0701,Cinéma,Dates,3,ESTIMATION,En quelle année est sorti « Les Tontons flingueurs » ?,1963,,3,,"Réalisé par Georges Lautner, dialogues de Michel Audiard.",,,0,15,oui,0,Avant 1970,"À sa sortie, la critique l'a boudé. Il est devenu culte grâce aux diffusions à la télévision."
Q0702,Cinéma,Dates,3,ESTIMATION,En quelle année est sorti « E.T. l'extra-terrestre » ?,1982,,2,,Réalisé par Steven Spielberg.,,,0,15,oui,0,Années 80,"Il a détrôné « Star Wars » comme plus gros succès de l'histoire du cinéma, avant d'être dépassé par « Jurassic Park », du même Spielberg."
Q0703,Cinéma,Dates,4,ESTIMATION,En quelle année a eu lieu la première cérémonie des Oscars ?,1929,,5,,"Au Hollywood Roosevelt Hotel, devant environ 270 invités. Elle a duré 15 minutes.",,,0,15,oui,0,,Les lauréats étaient connus trois mois à l'avance. Le mot « Oscar » viendrait d'une employée qui trouvait que la statuette ressemblait à son oncle Oscar.
Q0704,Cinéma,Dates,4,ESTIMATION,En quelle année s'est tenu le tout premier Festival de Cannes ?,1946,,3,,"Prévu en 1939, il a été annulé par la guerre et s'est finalement tenu en septembre 1946.",,,0,15,oui,0,,"En 1968, le festival a été interrompu en plein milieu par des cinéastes, dont Godard et Truffaut, en soutien aux grèves de Mai 68."
Q0705,Musique,Dates,2,ESTIMATION,En quelle année a eu lieu le festival de Woodstock ?,1969,,2,,"En août 1969, dans l'État de New York.",,,0,15,oui,0,Avant 1970,"Environ 400 000 personnes sont venues, bien plus que prévu. Jimi Hendrix y a joué un hymne américain saturé resté célèbre."
Q0706,Musique,Dates,2,ESTIMATION,En quelle année est sorti « Thriller » de Michael Jackson ?,1982,,2,,L'album le plus vendu de l'histoire.,,,0,15,oui,0,Années 80,Sept des neuf titres de l'album sont sortis en single et sont tous entrés dans le top 10 américain.
Q0707,Musique,Dates,3,ESTIMATION,En quelle année sont morts Claude François et Jacques Brel ?,1978,,3,,"Claude François en mars, électrocuté dans sa baignoire ; Jacques Brel en octobre, d'un cancer.",,,0,15,oui,0,Années 70,"Brel est enterré aux îles Marquises, en Polynésie, à quelques mètres du peintre Paul Gauguin."
Q0708,Musique,Dates,4,ESTIMATION,En quelle année les Beatles se sont-ils séparés ?,1970,,2,,Paul McCartney a annoncé son départ en avril 1970.,,,0,15,oui,0,Années 70,"Leur dernier concert public a été donné en 1969… sur le toit de leur maison de disques à Londres, jusqu'à l'arrivée de la police."
Q0709,Musique,Dates,5,ESTIMATION,En quelle année Mozart est-il mort ?,1791,,10,,"À Vienne, à seulement 35 ans, en pleine composition de son Requiem.",,,0,15,oui,0,,"Il a été enterré dans une fosse commune, comme la plupart des Viennois à l'époque : on ne sait pas exactement où reposent ses restes."
Q0710,Arts & Littérature,Dates,2,ESTIMATION,En quelle année la pyramide du Louvre a-t-elle été inaugurée ?,1989,,3,,Dessinée par l'architecte Ieoh Ming Pei.,,,0,15,oui,0,Années 80,Elle a été très critiquée à l'annonce du projet. Elle est aujourd'hui l'un des symboles de Paris.
Q0711,Arts & Littérature,Dates,3,ESTIMATION,En quelle année a été publié « Les Misérables » de Victor Hugo ?,1862,,10,,"Hugo l'a achevé en exil, à Guernesey.",,,0,15,oui,0,,"Le roman a été publié simultanément dans plusieurs pays, un vrai lancement mondial pour l'époque."
Q0712,Arts & Littérature,Dates,4,ESTIMATION,En quelle année est mort Pablo Picasso ?,1973,,5,,"À Mougins, dans les Alpes-Maritimes, à 91 ans.",,,0,15,oui,0,Années 70,"Il aurait réalisé environ 50 000 œuvres au cours de sa vie : peintures, dessins, sculptures, céramiques…"
Q0713,Arts & Littérature,Dates,5,ESTIMATION,En quelle année Molière est-il mort ?,1673,,10,,Après une représentation du « Malade imaginaire ».,,,0,15,oui,0,,Le fauteuil dans lequel il a joué sa dernière représentation est conservé à la Comédie-Française.
Q0714,Géographie,Dates,3,ESTIMATION,En quelle année le tunnel sous la Manche a-t-il été inauguré ?,1994,,2,,"Le 6 mai 1994, par la reine Élisabeth II et François Mitterrand.",,,0,15,oui,0,Années 90,"Il mesure environ 50 km, dont 38 sous la mer. Les équipes française et britannique se sont rejointes au milieu en 1990."
Q0715,Géographie,Dates,4,ESTIMATION,En quelle année le canal de Suez a-t-il été inauguré ?,1869,,5,,Réalisé sous la direction du Français Ferdinand de Lesseps.,,,0,15,oui,0,,Verdi aurait dû écrire un opéra pour l'inauguration : « Aïda » n'a finalement été créé au Caire qu'en 1871.
Q0716,Divers,Dates,2,ESTIMATION,En quelle année Google a-t-il été fondé ?,1998,,2,,"Par Larry Page et Sergey Brin, alors étudiants à Stanford.",,,0,15,oui,0,Années 90,"Le nom vient de « googol », le nombre 1 suivi de 100 zéros. Le premier « bureau » était un garage loué en Californie."
Q0717,Divers,Dates,3,ESTIMATION,En quelle année le Minitel a-t-il été définitivement arrêté en France ?,2012,,3,,"Le 30 juin 2012, après 30 ans de service.",,,0,15,oui,0,Années 2010,"À son apogée, environ 25 millions de Français l'utilisaient. On y consultait l'annuaire, les horaires de train… et le « 3615 »."
Q0718,Divers,Dates,4,ESTIMATION,En quelle année a été créé le premier SMS ?,1992,,3,,"Envoyé depuis un ordinateur vers un téléphone, au Royaume-Uni.",,,0,15,oui,0,Années 90,Il disait simplement « Merry Christmas ». Il a été vendu aux enchères en 2021 sous forme de NFT.
Q0719,Gastronomie,Dates,3,ESTIMATION,En quelle année est apparu le guide Michelin ?,1900,,5,,Distribué gratuitement aux automobilistes pour les inciter à rouler… et à user leurs pneus.,,,0,15,oui,0,,"Il n'y avait alors qu'environ 3 000 voitures en France. Le guide listait surtout des garages, des médecins et des hôtels."
Q0720,Gastronomie,Dates,4,ESTIMATION,En quelle année la baguette a-t-elle été inscrite au patrimoine immatériel de l'Unesco ?,2022,,1,,Pour « les savoir-faire artisanaux et la culture de la baguette de pain ».,,,0,15,oui,0,Années 2020,"La France produit environ 6 milliards de baguettes par an, soit environ 190 par seconde."
Q0721,Insolite,Animaux,3,QCM,Quel minuscule animal a survécu à un séjour dans le vide spatial ?,Le tardigrade,La fourmi,Le cafard,La puce d'eau,"En 2007, des tardigrades exposés au vide et aux rayons de l'espace pendant 10 jours ont survécu et se sont reproduits.",On l'appelle aussi « ourson d'eau ».,,0,15,oui,0,Années 2000,"Il mesure moins d'un millimètre. Déshydraté, il peut survivre des années, supporter des températures proches du zéro absolu et des pressions énormes."
Q0722,Insolite,Animaux,1,VF,Les wombats font des crottes en forme de cube.,Vrai,,,,Vrai ! Leur intestin a des zones plus ou moins élastiques qui façonnent des cubes d'environ 2 cm.,,,0,15,oui,0,,Des chercheurs ont reçu un prix Ig Nobel en 2019 pour avoir percé ce mystère. Les cubes ne roulent pas : le wombat les dépose sur des rochers pour marquer son territoire.
Q0723,Insolite,Animaux,1,VF,Le cœur d'une crevette se trouve dans sa tête.,Vrai,,,,"Vrai : il est logé dans le céphalothorax, la partie « tête » de la crevette.",,,0,15,oui,0,,"Quand on « étête » une crevette, on retire donc aussi son cœur, son estomac et une bonne partie de ses organes."
Q0724,Insolite,Animaux,1,QCM,Pourquoi les flamants roses sont-ils roses ?,À cause de leur nourriture,À cause du soleil,C'est génétique,Pour attirer les femelles uniquement,"Ils mangent des petits crustacés et des algues riches en caroténoïdes, les pigments de la carotte.",,,0,15,oui,0,,"Les poussins naissent gris-blanc. En zoo, sans alimentation adaptée, les flamants deviennent tout pâles : on leur donne des compléments pour garder leur couleur."
Q0725,Insolite,Animaux,2,VF,Les loutres de mer se tiennent par la patte pour ne pas dériver en dormant.,Vrai,,,,Vrai : elles forment parfois des « radeaux » et s'enroulent aussi dans les algues pour rester en place.,,,0,15,oui,0,,"Elles ont une poche de peau sous chaque bras où elles rangent leur caillou préféré, qui leur sert à casser les coquillages."
Q0726,Insolite,Animaux,2,VF,Un escargot peut avoir plusieurs milliers de dents.,Vrai,,,,"Vrai : sa langue, la radula, est couverte de rangées de minuscules dents (jusqu'à plus de 10 000 chez certaines espèces).",,,0,15,oui,0,,"Ses dents s'usent en râpant les feuilles et sont remplacées en permanence, comme sur un tapis roulant."
Q0727,Insolite,Animaux,2,VF,Les éléphants sont incapables de sauter.,Vrai,,,,"Vrai : trop lourds et avec des os de pattes orientés vers le bas, ils gardent toujours un pied au sol.",,,0,15,oui,0,,"Même en « courant » (jusqu'à 25 km/h), un éléphant n'a jamais ses quatre pieds en l'air en même temps."
Q0728,Insolite,Animaux,2,QCM,De quelle couleur est la « sueur » de l'hippopotame ?,Rouge-orangé,Bleue,Verte,Noire,Cette sécrétion rouge sert de crème solaire et d'antibactérien. On l'appelle parfois « sueur de sang ».,,,0,15,oui,0,,"Il ne s'agit ni de sang ni de vraie sueur : ce sont deux pigments, l'acide hipposudorique (rouge) et l'acide norhipposudorique (orange)."
Q0729,Insolite,Animaux,2,VF,Les papillons goûtent avec leurs pattes.,Vrai,,,,Vrai : leurs pattes portent des récepteurs gustatifs. Les femelles « goûtent » les feuilles pour y pondre au bon endroit.,,,0,15,oui,0,,Les mouches aussi ! C'est pour ça qu'elles se frottent les pattes : elles nettoient leurs capteurs de goût.
Q0730,Insolite,Animaux,3,VF,Les dauphins dorment avec un œil ouvert.,Vrai,,,,Vrai : une moitié de leur cerveau dort pendant que l'autre reste en éveil pour respirer et surveiller.,,,0,15,oui,0,,"Ce sommeil « unihémisphérique » existe aussi chez certains oiseaux, comme les canards placés en bordure de groupe."
Q0731,Insolite,Animaux,3,QCM,Combien d'yeux peut avoir une coquille Saint-Jacques ?,Jusqu'à 200,Aucun,2,8,Ils sont alignés sur le bord du manteau et fonctionnent avec de minuscules miroirs.,,,0,15,oui,0,,"Chaque œil contient un miroir fait de cristaux de guanine qui concentre la lumière, un principe proche de celui de certains télescopes."
Q0732,Insolite,Mots et objets,3,QCM,D'où viendrait le verbe « baragouiner » ?,Du breton « bara » (pain) et « gwin » (vin),Du latin « barbarus »,De l'arabe « baraka »,De l'italien « baracca »,"Les soldats bretons auraient demandé du pain et du vin dans leur langue, incompréhensible pour les autres Français.",,,0,15,oui,0,,"On attribue souvent cette origine à la guerre de Cent Ans ou aux soldats bretons en garnison. Les linguistes la trouvent plausible, sans certitude absolue."
Q0733,Insolite,Animaux,3,VF,Les huîtres peuvent changer de sexe au cours de leur vie.,Vrai,,,,"Vrai : l'huître creuse est souvent mâle en premier, puis alterne selon les saisons et la température de l'eau.",,,0,15,oui,0,,On parle d'hermaphrodisme successif. Une même huître peut changer plusieurs fois de sexe dans sa vie.
Q0734,Insolite,Animaux,4,VF,Il existe une méduse considérée comme « biologiquement immortelle ».,Vrai,,,,Vrai : Turritopsis dohrnii peut retourner à son stade juvénile (polype) quand elle est stressée ou vieillit.,,,0,15,oui,0,,"Elle ne mesure que 4,5 mm. Elle peut quand même mourir, mangée ou malade, mais elle peut recommencer son cycle de vie en boucle."
Q0735,Insolite,Animaux,4,QCM,Combien de temps un paresseux met-il à digérer un repas ?,Plusieurs semaines,2 heures,1 journée,6 mois,Jusqu'à un mois pour une ration de feuilles ! Il descend de son arbre environ une fois par semaine pour faire ses besoins.,,,0,15,oui,0,,Des algues vertes poussent dans sa fourrure et le camouflent. Une espèce de papillon vit même uniquement dans le pelage des paresseux.
Q0736,Insolite,Animaux,5,QCM,Quel animal a la plus longue durée de vie connue parmi les vertébrés ?,Le requin du Groenland,La tortue géante,L'éléphant,Le perroquet,Des datations au carbone 14 estiment que certains individus auraient au moins 270 à 400 ans.,,,0,15,oui,0,,Il grandit d'environ 1 cm par an et n'atteindrait sa maturité sexuelle que vers 150 ans. Certains nageaient donc déjà sous Louis XIV.
Q0737,Insolite,Idées reçues,1,VF,Les poissons rouges ont une mémoire de 3 secondes.,Faux,,,,Faux : des expériences montrent qu'ils se souviennent de choses pendant des mois.,,,0,15,oui,0,,On a appris à des poissons rouges à pousser un levier pour avoir à manger à une heure précise de la journée.
Q0738,Insolite,Idées reçues,1,VF,Les taureaux s'énervent quand ils voient la couleur rouge.,Faux,,,,Faux : ils ne distinguent pas bien le rouge. C'est le mouvement de la cape qui les fait charger.,,,0,15,oui,0,,La muleta est rouge pour… cacher le sang aux yeux du public. Des tests avec des capes bleues ou blanches donnent le même résultat.
Q0739,Insolite,Idées reçues,1,VF,On n'utilise que 10 % de notre cerveau.,Faux,,,,"Faux : l'imagerie montre que toutes les zones du cerveau servent, même si elles ne sont pas actives en même temps.",,,0,15,oui,0,,Le cerveau pèse 2 % de notre poids mais consomme environ 20 % de notre énergie : un organe inutile à 90 % n'aurait pas survécu à l'évolution.
Q0740,Insolite,Idées reçues,1,VF,La foudre ne tombe jamais deux fois au même endroit.,Faux,,,,Faux : l'Empire State Building est frappé une vingtaine de fois par an en moyenne.,,,0,15,oui,0,,Le garde forestier américain Roy Sullivan a été touché sept fois par la foudre entre 1942 et 1977… et a survécu à chaque fois.
Q0741,Insolite,Idées reçues,2,VF,Les Vikings portaient des casques à cornes.,Faux,,,,Faux : aucun casque à cornes viking n'a été retrouvé. L'image vient des costumes d'un opéra de Wagner (1876).,,,0,15,oui,0,,"Le seul casque viking complet connu, le casque de Gjermundbu, trouvé en Norvège, est tout simple et arrondi."
Q0742,Insolite,Idées reçues,2,VF,Les autruches mettent la tête dans le sable quand elles ont peur.,Faux,,,,"Faux : elles se couchent au sol, cou allongé, pour se faire discrètes. De loin, on dirait que leur tête a disparu.",,,0,15,oui,0,,Elles creusent aussi des trous pour leurs œufs et y retournent régulièrement la tête pour les tourner.
Q0743,Insolite,Idées reçues,2,VF,Napoléon était particulièrement petit pour son époque.,Faux,,,,"Faux : il mesurait environ 1,69 m, un peu plus que la moyenne des Français de l'époque.",,,0,15,oui,0,,"La confusion vient des pouces : 5 pieds 2 pouces français font 1,69 m, mais en pouces anglais on a compris 1,57 m. Les caricaturistes anglais ont fait le reste."
Q0744,Insolite,Idées reçues,2,VF,La Grande Muraille de Chine est visible depuis la Lune à l'œil nu.,Faux,,,,"Faux : elle est bien trop étroite. Depuis la Lune, on ne distingue aucune construction humaine.",,,0,15,oui,0,,"Même depuis la Station spatiale internationale (400 km), les astronautes ont beaucoup de mal à la voir. Le premier astronaute chinois, Yang Liwei, a confirmé ne pas l'avoir vue."
Q0745,Insolite,Idées reçues,3,VF,Les chauves-souris sont aveugles.,Faux,,,,"Faux : elles voient, parfois très bien. Beaucoup utilisent en plus l'écholocation pour chasser dans le noir.",,,0,15,oui,0,,Les grandes roussettes (renards volants) n'utilisent même pas d'écholocation : elles se repèrent grâce à leur excellente vue.
Q0746,Insolite,Idées reçues,3,VF,"Le sang est bleu dans les veines, avant de toucher l'oxygène de l'air.",Faux,,,,"Faux : il est toujours rouge, plus foncé dans les veines. Les veines paraissent bleues à cause de la façon dont la peau filtre la lumière.",,,0,15,oui,0,,"L'expression « sang bleu » viendrait des nobles espagnols à la peau pâle, dont les veines se voyaient bien."
Q0747,Insolite,Idées reçues,3,VF,"Marie-Antoinette a dit : « S'ils n'ont pas de pain, qu'ils mangent de la brioche ».",Faux,,,,Faux : aucune source ne le prouve. Rousseau attribue une phrase semblable à « une grande princesse » dans un texte écrit quand Marie-Antoinette était enfant.,,,0,15,oui,0,,"Le passage des « Confessions » de Rousseau date d'environ 1765 ; Marie-Antoinette avait 10 ans et vivait encore à Vienne."
Q0748,Insolite,Records,1,QCM,"Combien de temps a duré la guerre la plus courte de l'histoire (Royaume-Uni contre Zanzibar, 1896) ?",Moins d'une heure,Une journée,Une semaine,Un mois,"Environ 38 à 45 minutes, selon les sources, le 27 août 1896.",,,0,15,oui,0,,Le palais du sultan a été bombardé par la marine britannique. Zanzibar a dû payer les obus tirés contre lui.
Q0749,Insolite,Records,2,QCM,"Que filmait la toute première webcam, en 1991 à Cambridge ?",Une cafetière,Un aquarium,La porte d'un bureau,Un chat,"Des chercheurs voulaient savoir, sans se déplacer, s'il restait du café dans la machine du couloir.",,,0,15,oui,0,Années 90,La « Trojan Room coffee pot » a été mise sur Internet en 1993 et est devenue une attraction mondiale. La cafetière a été vendue aux enchères en 2001.
Q0750,Insolite,Animaux,2,QCM,De quelle couleur est la langue d'une girafe ?,Bleu-noir,Rose,Jaune,Rouge vif,Sa couleur foncée la protégerait des coups de soleil pendant les longues heures passées à brouter.,,,0,15,oui,0,,Elle mesure jusqu'à 50 cm et sert à attraper les feuilles entre les épines des acacias.
Q0751,Insolite,Records,2,ESTIMATION,Pendant combien d'années l'Américain Charles Osborne a-t-il eu le hoquet sans interruption ?,68,ans,5,,De 1922 à 1990 ! Un record du Guinness.,,,0,15,oui,0,Années 90,"Il a hoqueté environ 430 millions de fois, s'est marié deux fois et a eu 8 enfants. Le hoquet s'est arrêté tout seul un an avant sa mort."
Q0752,Insolite,Records,2,QCM,Quel est le seul aliment qui ne se périme pratiquement jamais ?,Le miel,Le riz,Le sucre,Le chocolat noir,"Très sucré, acide et pauvre en eau, il empêche les bactéries de se développer.",,,0,15,oui,0,,"Des archéologues ont trouvé des pots de miel dans des tombes égyptiennes vieilles de plus de 3 000 ans, encore consommables."
Q0753,Insolite,Records,3,ESTIMATION,"Combien mesurait Robert Wadlow, l'homme le plus grand de l'histoire (en cm) ?",272,cm,5,,"2,72 m, mesuré en 1940. Il chaussait du 76 !",,,0,15,oui,0,,"Sa croissance ne s'est jamais arrêtée à cause d'une anomalie de l'hypophyse. Il est mort à 22 ans ; son cercueil a été porté par 12 personnes."
Q0754,Insolite,Records,3,QCM,Quel est le premier objet vendu sur eBay en 1995 ?,Un pointeur laser cassé,Une Game Boy,Une carte Pokémon,Un vélo,"Il est parti pour 14,83 dollars. L'acheteur collectionnait les pointeurs laser cassés !",,,0,15,oui,0,Années 90,"Le site s'appelait encore AuctionWeb. Son fondateur Pierre Omidyar, né à Paris, avait écrit à l'acheteur pour vérifier qu'il savait que le pointeur ne marchait pas."
Q0755,Insolite,Records,3,QCM,Quel pays possède le plus de pyramides au monde ?,Le Soudan,L'Égypte,Le Mexique,Le Pérou,"Plus de 200 pyramides nubiennes, plus petites et plus pointues que celles d'Égypte, notamment à Méroé.",,,0,15,oui,0,,"Elles ont été construites par les rois et reines du royaume de Koush, qui a même régné sur l'Égypte (la 25e dynastie des « pharaons noirs »)."
Q0756,Insolite,Records,4,QCM,Quelle est la plus vieille entreprise du monde encore en activité (jusqu'en 2006 indépendante) ?,"Kongō Gumi, constructeur de temples japonais",Une brasserie bavaroise,Une banque italienne,Un fabricant de cloches français,"Fondée en 578 au Japon, elle a été dirigée par la même famille pendant plus de 1 400 ans.",,,0,15,oui,0,Années 2000,"Elle a construit le temple Shitennō-ji d'Osaka. En difficulté financière, elle a été rachetée en 2006 et existe toujours comme filiale."
Q0757,Insolite,Records,5,QCM,Quelle commune française a le nom le plus long ?,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,Châtillon-sur-Chalaronne,Saint-Germain-de-Tallevende-la-Lande-Vaumont,Y,"Dans la Marne : 38 lettres, 45 caractères avec les tirets.",,,0,15,oui,0,,"À l'inverse, la commune de Y, dans la Somme, a le nom le plus court de France. Ses habitants s'appellent les Ypsiloniens."
Q0758,Insolite,Records,1,VF,Il existe en France une commune qui s'appelle simplement « Y ».,Vrai,,,,"Vrai : dans la Somme, environ 90 habitants, les Ypsiloniens.",,,0,15,oui,0,,"Il existe aussi une commune « Eu » (Seine-Maritime) et « Ay » (Marne, aujourd'hui Aÿ-Champagne)."
Q0759,Insolite,Histoire insolite,1,VF,Cléopâtre a vécu plus près de nous que de la construction de la grande pyramide de Khéops.,Vrai,,,,"Vrai : la pyramide date d'environ 2560 av. J.-C., Cléopâtre est morte en 30 av. J.-C. Environ 2 500 ans d'un côté, 2 050 de l'autre.",,,0,15,oui,0,,"Pour Cléopâtre, les pyramides étaient déjà des monuments antiques, plus vieux pour elle que Charlemagne ne l'est pour nous."
Q0760,Insolite,Histoire insolite,2,VF,L'université d'Oxford est plus ancienne que l'Empire aztèque.,Vrai,,,,"Vrai : on y enseigne dès 1096, tandis que Tenochtitlan, la capitale aztèque, a été fondée vers 1325.",,,0,15,oui,0,,La Sorbonne (fondée vers 1257) est aussi plus ancienne que Tenochtitlan.
Q0761,Insolite,Histoire insolite,2,VF,La tour Eiffel devait être démontée au bout de 20 ans.,Vrai,,,,"Vrai : elle a été sauvée grâce à son utilité scientifique, notamment pour la radio (TSF).",,,0,15,oui,0,,"En 1914, son antenne a intercepté des messages allemands avant la bataille de la Marne. Sans la radio, elle aurait peut-être disparu en 1909."
Q0762,Insolite,Histoire insolite,2,QCM,De quelle couleur était la statue de la Liberté à son inauguration en 1886 ?,Cuivrée (brun-orangé),Blanche,Dorée,Grise,Elle a la couleur du cuivre. Le vert-de-gris est apparu en une trentaine d'années avec l'oxydation.,,,0,15,oui,0,,"Quand elle a verdi, le Congrès américain a envisagé de la repeindre. On a finalement décidé que cette patine la protégeait."
Q0763,Insolite,Histoire insolite,3,VF,"Au Moyen Âge, des animaux ont été jugés au tribunal.",Vrai,,,,"Vrai : en 1386, à Falaise (Normandie), une truie a été condamnée et pendue pour avoir tué un enfant.",,,0,15,oui,0,,"On a aussi fait des procès aux charançons, aux rats ou aux sauterelles, avec des avocats commis d'office pour les défendre !"
Q0764,Insolite,Histoire insolite,3,VF,"Au XIXe siècle, le ketchup était vendu comme un médicament.",Vrai,,,,"Vrai : dans les années 1830, un médecin américain vendait des pilules de tomate contre l'indigestion.",,,0,15,oui,0,,Le mot « ketchup » viendrait d'une sauce de poisson fermenté d'Asie du Sud-Est. La tomate n'y a été ajoutée qu'au XIXe siècle.
